PGA(g),B(m),DF(m),Y(kN/m3),Beban(kN),Qult,SF,Qall
0.1,2.2,2,17,150,484.40,2.14,225.9328358
0.1,2.3,2,17,150,493.70,2.21,222.9900632
0.1,2.4,2,17,150,509.20,2.26,225.1105217
0.1,2.5,2,17,150,522.30,2.28,228.7779238
0.1,2.6,2,17,150,535.40,2.30,232.5803649
0.1,2.7,2,17,150,560.30,2.39,234.778965
0.1,2.8,2,17,150,569.10,2.47,230.3116147
0.1,2.9,2,17,150,579.30,2.52,229.789766
0.1,3,2,17,150,596.10,2.57,231.8553092
0.1,2.5,2.5,17,150,556.60,2.49,223.9839034
0.1,2.6,2.5,17,150,570.60,2.59,220.1388889
0.1,2.7,2.5,17,150,587.30,2.60,226.3198459
0.1,2.8,2.5,17,150,605.10,2.68,225.6741133
0.1,2.9,2.5,17,150,630.30,2.71,232.4115044
0.1,3,2.5,17,150,636.10,2.78,228.6484543
0.1,0.5,0.5,17,200,117.70,1.13,104.3439716
0.1,0.6,0.5,17,200,131.70,1.16,113.2416165
0.1,0.7,0.5,17,200,145.50,1.18,122.8885135
0.1,0.8,0.5,17,200,159.20,1.26,126.0490895
0.1,0.9,0.5,17,200,172.60,1.29,134.214619
0.1,1,0.5,17,200,186.60,1.30,143.3179724
0.1,1.1,0.5,17,200,199.20,1.32,150.737798
0.1,1.2,0.5,17,200,212.40,1.34,158.3892617
0.1,1.3,0.5,17,200,227.40,1.41,160.8203678
0.1,1.4,0.5,17,200,239.60,1.45,164.8434813
0.1,1.5,0.5,17,200,252.50,1.49,169.122572
0.1,1.6,0.5,17,200,265.50,1.51,175.5952381
0.1,1.7,0.5,17,200,278.50,1.56,178.2970551
0.1,1.8,0.5,17,200,291.80,1.66,176.2077295
0.1,1.9,0.5,17,200,305.00,1.68,181.6557475
0.1,2,0.5,17,200,317.60,1.70,186.6039953
0.1,2.1,0.5,17,200,330.70,1.76,188.2185544
0.1,2.2,0.5,17,200,344.90,1.81,190.3421634
0.1,2.3,0.5,17,200,356.50,1.85,192.3907178
0.1,2.4,0.5,17,200,371.00,1.89,196.6083731
0.1,2.5,0.5,17,200,384.10,1.92,199.9479438
0.1,2.6,0.5,17,200,395.70,1.94,203.7065637
0.1,2.7,0.5,17,200,409.40,1.96,208.4521385
0.1,2.8,0.5,17,200,425.20,2.03,209.3549975
0.1,2.9,0.5,17,200,435.90,2.15,203.0274802
0.1,3,0.5,17,200,447.40,2.26,197.7021653
0.1,1,1,17,200,227.90,1.20,189.443059
0.1,1.1,1,17,200,241.40,1.24,194.9919225
0.1,1.2,1,17,200,256.40,1.27,201.4139827
0.1,1.3,1,17,200,269.10,1.29,208.1206497
0.1,1.4,1,17,200,283.20,1.36,208.8495575
0.1,1.5,1,17,200,297.30,1.42,209.5137421
0.1,1.6,1,17,200,309.80,1.47,210.4619565
0.1,1.7,1,17,200,325.80,1.50,217.5626043
0.1,1.8,1,17,200,340.90,1.52,223.8345371
0.1,1.9,1,17,200,354.80,1.59,223.1446541
0.1,2,1,17,200,362.30,1.68,215.1425178
0.1,2.1,1,17,200,380.60,1.73,219.7459584
0.1,2.2,1,17,200,400.20,1.77,226.6138165
0.1,2.3,1,17,200,411.20,1.80,228.190899
0.1,2.4,1,17,200,427.50,1.84,232.0846906
0.1,2.5,1,17,200,440.80,1.89,232.9809725
0.1,2.6,1,17,200,454.80,1.92,236.7516918
0.1,2.7,1,17,200,464.10,1.96,236.5443425
0.1,2.8,1,17,200,475.50,2.01,236.332008
0.1,2.9,1,17,200,492.50,2.05,239.8928397
0.1,3,1,17,200,508.90,2.10,242.2179914
0.1,1.5,1.5,17,200,346.10,1.49,232.4378778
0.1,1.6,1.5,17,200,356.40,1.52,234.0118188
0.1,1.7,1.5,17,200,376.40,1.56,241.2820513
0.1,1.8,1.5,17,200,391.80,1.68,232.6603325
0.1,1.9,1.5,17,200,408.90,1.73,236.0854503
0.1,2,1.5,17,200,423.40,1.77,239.7508494
0.1,2.1,1.5,17,200,434.50,1.80,241.1209767
0.1,2.2,1.5,17,200,439.00,1.84,238.3279045
0.1,2.3,1.5,17,200,461.70,1.89,244.0274841
0.1,2.4,1.5,17,200,476.40,1.92,247.9958355
0.1,2.5,1.5,17,200,487.50,1.96,248.470948
0.1,2.6,1.5,17,200,502.00,2.01,249.5029821
0.1,2.7,1.5,17,200,512.60,2.05,249.6833902
0.1,2.8,1.5,17,200,527.50,2.10,251.0709186
0.1,2.9,1.5,17,200,539.80,2.14,252.1251752
0.1,3,1.5,17,200,550.20,2.24,245.5153949
0.1,2,2,17,200,458.70,1.78,257.5519371
0.1,2.1,2,17,200,475.40,1.80,263.81798
0.1,2.2,2,17,200,484.40,1.87,258.7606838
0.1,2.3,2,17,200,493.70,1.92,257.0015617
0.1,2.4,2,17,200,509.20,1.98,256.9122099
0.1,2.5,2,17,200,522.30,2.04,255.6534508
0.1,2.6,2,17,200,535.40,2.09,256.049737
0.1,2.7,2,17,200,560.30,2.14,262.128655
0.1,2.8,2,17,200,569.10,2.18,260.5769231
0.1,2.9,2,17,200,579.30,2.21,262.4830086
0.1,3,2,17,200,596.10,2.23,267.309417
0.1,2.5,2.5,17,200,556.60,2.23,249.4845361
0.1,2.6,2.5,17,200,570.60,2.28,250.1534415
0.1,2.7,2.5,17,200,587.30,2.32,253.6933045
0.1,2.8,2.5,17,200,605.10,2.37,255.2087727
0.1,2.9,2.5,17,200,630.30,2.45,257.791411
0.1,3,2.5,17,200,636.10,2.48,256.1820379
0.1,0.5,0.5,19,50,117.80,2.25,52.37883504
0.1,0.6,0.5,19,50,132.00,2.33,56.62805663
0.1,0.7,0.5,19,50,145.70,2.39,60.91137124
0.1,0.8,0.5,19,50,159.40,2.44,65.35465355
0.1,0.9,0.5,19,50,172.90,2.48,69.85858586
0.1,1,0.5,19,50,186.50,2.51,74.24363057
0.1,1.1,0.5,19,50,199.50,2.55,78.20462564
0.1,1.2,0.5,19,50,212.70,2.59,82.25058005
0.1,1.3,0.5,19,50,227.80,2.61,87.2462658
0.1,1.4,0.5,19,50,239.80,2.62,91.38719512
0.1,1.5,0.5,19,50,252.90,2.64,95.6505295
0.1,1.6,0.5,19,50,265.80,2.68,99.03129657
0.1,1.7,0.5,19,50,279.00,2.71,102.8647274
0.1,1.8,0.5,19,50,292.40,2.79,104.7653171
0.1,1.9,0.5,19,50,305.00,2.83,107.8500707
0.1,2,0.5,19,50,318.80,2.87,110.964149
0.1,2.1,0.5,19,50,332.80,2.92,113.8166895
0.1,2.2,0.5,19,50,346.40,2.98,116.1636486
0.1,2.3,0.5,19,50,346.40,3.07,112.7237227
0.1,2.4,0.5,19,50,373.10,3.13,119.1632066
0.1,2.5,0.5,19,50,385.70,3.17,121.5952081
0.1,2.6,0.5,19,50,399.00,3.28,121.498173
0.1,2.7,0.5,19,50,412.30,3.33,123.8882212
0.1,2.8,0.5,19,50,428.40,3.39,126.2971698
0.1,2.9,0.5,19,50,440.50,3.41,129.1410144
0.1,3,0.5,19,50,452.60,3.46,130.6581986
0.1,1,1,19,50,228.50,3.46,65.98325152
0.1,1.1,1,19,50,242.30,3.48,69.56646569
0.1,1.2,1,19,50,257.70,3.53,73.00283286
0.1,1.3,1,19,50,270.70,3.55,76.21058559
0.1,1.4,1,19,50,284.80,3.65,77.96331782
0.1,1.5,1,19,50,299.20,3.66,81.70398689
0.1,1.6,1,19,50,312.00,3.71,84.18780356
0.1,1.7,1,19,50,328.70,3.72,88.4077461
0.1,1.8,1,19,50,344.40,3.73,92.45637584
0.1,1.9,1,19,50,358.80,3.83,93.73040752
0.1,2,1,19,50,371.80,3.83,96.97443923
0.1,2.1,1,19,50,384.80,3.85,100
0.1,2.2,1,19,50,397.70,3.90,102.000513
0.1,2.3,1,19,50,416.20,3.91,106.3362289
0.1,2.4,1,19,50,433.10,3.93,110.1475076
0.1,2.5,1,19,50,446.90,3.96,112.8250442
0.1,2.6,1,19,50,461.50,4.05,113.8662719
0.1,2.7,1,19,50,472.30,4.10,115.1389566
0.1,2.8,1,19,50,484.90,4.12,117.837181
0.1,2.9,1,19,50,501.80,4.27,117.4900492
0.1,3,1,19,50,518.40,4.31,120.2226345
0.1,1.5,1.5,19,50,350.70,3.21,109.2863821
0.1,1.6,1.5,19,50,361.20,3.35,107.7565632
0.1,1.7,1.5,19,50,381.70,3.51,108.6535724
0.1,1.8,1.5,19,50,397.80,3.62,109.7682119
0.1,1.9,1.5,19,50,415.30,3.79,109.4911679
0.1,2,1.5,19,50,430.60,3.83,112.4869383
0.1,2.1,1.5,19,50,443.10,3.86,114.8224929
0.1,2.2,1.5,19,50,448.70,3.91,114.8157625
0.1,2.3,1.5,19,50,471.70,4.05,116.3829262
0.1,2.4,1.5,19,50,487.00,4.05,120.1579077
0.1,2.5,1.5,19,50,498.60,4.20,118.6295503
0.1,2.6,1.5,19,50,513.60,4.30,119.5530726
0.1,2.7,1.5,19,50,524.40,4.23,123.9716312
0.1,2.8,1.5,19,50,539.90,4.24,127.3649446
0.1,2.9,1.5,19,50,552.50,4.36,126.8365473
0.1,3,1.5,19,50,563.50,4.38,128.652968
0.1,2,2,19,50,470.20,3.77,124.6223165
0.1,2.1,2,19,50,487.40,3.82,127.7588467
0.1,2.2,2,19,50,496.80,4.01,123.9830297
0.1,2.3,2,19,50,506.80,4.34,116.8011062
0.1,2.4,2,19,50,522.90,4.49,116.4069457
0.1,2.5,2,19,50,535.70,4.65,115.2290815
0.1,2.6,2,19,50,550.90,4.79,115.034454
0.1,2.7,2,19,50,575.00,4.83,118.9983444
0.1,2.8,2,19,50,586.40,4.85,120.8573784
0.1,2.9,2,19,50,595.20,4.94,120.5102247
0.1,3,2,19,50,612.60,4.97,123.3091787
0.1,2.5,2.5,19,50,574.90,5.51,104.3565075
0.1,2.6,2.5,19,50,589.60,5.59,105.4740608
0.1,2.7,2.5,19,50,607.00,5.67,107.0169252
0.1,2.8,2.5,19,50,625.20,5.76,108.6359687
0.1,2.9,2.5,19,50,649.90,5.76,112.8298611
0.1,3,2.5,19,50,657.20,5.80,113.2322536
0.1,0.5,0.5,19,100,117.80,1.29,91.45962733
0.1,0.6,0.5,19,100,132.00,1.33,99.17355372
0.1,0.7,0.5,19,100,145.70,1.35,107.9659133
0.1,0.8,0.5,19,100,159.40,1.37,116.5204678
0.1,0.9,0.5,19,100,172.90,1.39,124.3884892
0.1,1,0.5,19,100,186.50,1.41,132.082153
0.1,1.1,0.5,19,100,199.50,1.43,139.9508944
0.1,1.2,0.5,19,100,212.70,1.44,147.8109798
0.1,1.3,0.5,19,100,227.80,1.48,153.7112011
0.1,1.4,0.5,19,100,239.80,1.51,158.6503473
0.1,1.5,0.5,19,100,252.90,1.54,164.1142116
0.1,1.6,0.5,19,100,265.80,1.59,167.1698113
0.1,1.7,0.5,19,100,279.00,1.68,165.6769596
0.1,1.8,0.5,19,100,292.40,1.73,168.8221709
0.1,1.9,0.5,19,100,305.00,1.77,172.7066818
0.1,2,0.5,19,100,318.80,1.80,176.9145394
0.1,2.1,0.5,19,100,332.80,1.84,180.6731813
0.1,2.2,0.5,19,100,346.40,1.89,183.0866808
0.1,2.3,0.5,19,100,346.40,1.96,177.0056208
0.1,2.4,0.5,19,100,373.10,1.98,188.1492688
0.1,2.5,0.5,19,100,385.70,2.01,191.6998012
0.1,2.6,0.5,19,100,399.00,2.07,192.4746744
0.1,2.7,0.5,19,100,412.30,2.13,193.4772407
0.1,2.8,0.5,19,100,428.40,2.19,196.0640732
0.1,2.9,0.5,19,100,440.50,2.28,193.2865292
0.1,3,0.5,19,100,452.60,2.37,190.729035
0.1,1,1,19,100,228.50,2.23,102.6504942
0.1,1.1,1,19,100,242.30,2.26,107.3786838
0.1,1.2,1,19,100,257.70,2.29,112.6803673
0.1,1.3,1,19,100,270.70,2.30,117.6189442
0.1,1.4,1,19,100,284.80,2.32,122.970639
0.1,1.5,1,19,100,299.20,2.33,128.688172
0.1,1.6,1,19,100,312.00,2.36,132.2874709
0.1,1.7,1,19,100,328.70,2.39,137.416388
0.1,1.8,1,19,100,344.40,2.41,143.1124039
0.1,1.9,1,19,100,358.80,2.42,148.2032218
0.1,2,1,19,100,371.80,2.46,151.0154346
0.1,2.1,1,19,100,384.80,2.50,154.1357901
0.1,2.2,1,19,100,397.70,2.53,157.1315685
0.1,2.3,1,19,100,416.20,2.59,160.9746664
0.1,2.4,1,19,100,433.10,2.64,164.0530303
0.1,2.5,1,19,100,446.90,2.67,167.252994
0.1,2.6,1,19,100,461.50,2.71,170.6099815
0.1,2.7,1,19,100,472.30,2.74,172.4981738
0.1,2.8,1,19,100,484.90,2.83,171.2822324
0.1,2.9,1,19,100,501.80,2.94,170.564242
0.1,3,1,19,100,518.40,3.03,170.9762533
0.1,1.5,1.5,19,100,350.70,2.71,129.3141593
0.1,1.6,1.5,19,100,361.20,2.73,132.2592457
0.1,1.7,1.5,19,100,381.70,2.76,138.1469417
0.1,1.8,1.5,19,100,397.80,2.79,142.6113143
0.1,1.9,1.5,19,100,415.30,2.80,148.2684755
0.1,2,1.5,19,100,430.60,2.83,152.3169438
0.1,2.1,1.5,19,100,443.10,2.86,154.8218029
0.1,2.2,1.5,19,100,448.70,2.90,154.8309179
0.1,2.3,1.5,19,100,471.70,2.92,161.430527
0.1,2.4,1.5,19,100,487.00,2.95,165.0847458
0.1,2.5,1.5,19,100,498.60,2.98,167.259309
0.1,2.6,1.5,19,100,513.60,3.09,166.1598188
0.1,2.7,1.5,19,100,524.40,3.12,168.0230695
0.1,2.8,1.5,19,100,539.90,3.18,169.6198555
0.1,2.9,1.5,19,100,552.50,3.22,171.3709677
0.1,3,1.5,19,100,563.50,3.26,172.6409314
0.1,2,2,19,100,470.20,3.12,150.8985879
0.1,2.1,2,19,100,487.40,3.23,151.0381159
0.1,2.2,2,19,100,496.80,3.37,147.4621549
0.1,2.3,2,19,100,506.80,3.48,145.7159287
0.1,2.4,2,19,100,522.90,3.54,147.6701497
0.1,2.5,2,19,100,535.70,3.57,150.182226
0.1,2.6,2,19,100,550.90,3.62,152.0982882
0.1,2.7,2,19,100,575.00,3.67,156.63307
0.1,2.8,2,19,100,586.40,3.72,157.7192039
0.1,2.9,2,19,100,595.20,3.74,159.1869484
0.1,3,2,19,100,612.60,3.81,160.7452112
0.1,2.5,2.5,19,100,574.90,3.78,152.0497223
0.1,2.6,2.5,19,100,589.60,3.89,151.4902364
0.1,2.7,2.5,19,100,607.00,3.93,154.3743642
0.1,2.8,2.5,19,100,625.20,4.04,154.7524752
0.1,2.9,2.5,19,100,649.90,4.18,155.3669615
0.1,3,2.5,19,100,657.20,4.22,155.697702
0.1,0.5,0.5,19,150,117.80,1.28,92.03125
0.1,0.6,0.5,19,150,132.00,1.29,102.2463207
0.1,0.7,0.5,19,150,145.70,1.30,112.4228395
0.1,0.8,0.5,19,150,159.40,1.30,122.5211376
0.1,0.9,0.5,19,150,172.90,1.35,128.0740741
0.1,1,0.5,19,150,186.50,1.40,133.3095068
0.1,1.1,0.5,19,150,199.50,1.44,138.7681285
0.1,1.2,0.5,19,150,212.70,1.48,144.0764072
0.1,1.3,0.5,19,150,227.80,1.54,147.7302205
0.1,1.4,0.5,19,150,239.80,1.58,152.0126783
0.1,1.5,0.5,19,150,252.90,1.61,156.7885927
0.1,1.6,0.5,19,150,265.80,1.65,161.4823815
0.1,1.7,0.5,19,150,279.00,1.69,165.1865009
0.1,1.8,0.5,19,150,292.40,1.71,170.7943925
0.1,1.9,0.5,19,150,305.00,1.74,175.1866743
0.1,2,0.5,19,150,318.80,1.79,178.2001118
0.1,2.1,0.5,19,150,332.80,1.83,181.7586019
0.1,2.2,0.5,19,150,346.40,1.88,184.3533795
0.1,2.3,0.5,19,150,346.40,1.93,179.2960663
0.1,2.4,0.5,19,150,373.10,1.95,191.1372951
0.1,2.5,0.5,19,150,385.70,2.03,190
0.1,2.6,0.5,19,150,399.00,2.12,187.9415921
0.1,2.7,0.5,19,150,412.30,2.21,186.4767074
0.1,2.8,0.5,19,150,428.40,2.25,190.1127186
0.1,2.9,0.5,19,150,440.50,2.32,190.0181175
0.1,3,0.5,19,150,452.60,2.38,189.9286614
0.1,1,1,19,150,228.50,1.52,150.2301118
0.1,1.1,1,19,150,242.30,1.57,154.0368722
0.1,1.2,1,19,150,257.70,1.59,161.7702448
0.1,1.3,1,19,150,270.70,1.62,166.9956817
0.1,1.4,1,19,150,284.80,1.64,173.6585366
0.1,1.5,1,19,150,299.20,1.67,178.9473684
0.1,1.6,1,19,150,312.00,1.70,183.723943
0.1,1.7,1,19,150,328.70,1.74,188.4639642
0.1,1.8,1,19,150,344.40,1.79,192.4022346
0.1,1.9,1,19,150,358.80,1.85,193.7365011
0.1,2,1,19,150,371.80,1.98,187.5882947
0.1,2.1,1,19,150,384.80,2.08,184.8222863
0.1,2.2,1,19,150,397.70,2.13,186.4947245
0.1,2.3,1,19,150,416.20,2.18,190.6550618
0.1,2.4,1,19,150,433.10,2.26,191.8069088
0.1,2.5,1,19,150,446.90,2.32,192.5878044
0.1,2.6,1,19,150,461.50,2.38,193.6634494
0.1,2.7,1,19,150,472.30,2.49,189.6787149
0.1,2.8,1,19,150,484.90,2.55,190.1568627
0.1,2.9,1,19,150,501.80,2.61,192.2605364
0.1,3,1,19,150,518.40,2.72,190.8689249
0.1,1.5,1.5,19,150,350.70,1.96,178.8373279
0.1,1.6,1.5,19,150,361.20,2.00,180.5097451
0.1,1.7,1.5,19,150,381.70,2.04,187.0161685
0.1,1.8,1.5,19,150,397.80,2.09,190.6999041
0.1,1.9,1.5,19,150,415.30,2.13,194.8850305
0.1,2,1.5,19,150,430.60,2.21,194.6654611
0.1,2.1,1.5,19,150,443.10,2.27,195.3703704
0.1,2.2,1.5,19,150,448.70,2.32,193.0722892
0.1,2.3,1.5,19,150,471.70,2.38,198.3599664
0.1,2.4,1.5,19,150,487.00,2.43,200.2467105
0.1,2.5,1.5,19,150,498.60,2.46,202.3538961
0.1,2.6,1.5,19,150,513.60,2.50,205.6044836
0.1,2.7,1.5,19,150,524.40,2.53,207.1090047
0.1,2.8,1.5,19,150,539.90,2.58,209.0205188
0.1,2.9,1.5,19,150,552.50,2.63,210.3159498
0.1,3,1.5,19,150,563.50,2.67,210.9696743
0.1,2,2,19,150,470.20,2.39,196.5719064
0.1,2.1,2,19,150,487.40,2.43,200.493624
0.1,2.2,2,19,150,496.80,2.47,201.0522056
0.1,2.3,2,19,150,506.80,2.54,199.2138365
0.1,2.4,2,19,150,522.90,2.61,200.1148106
0.1,2.5,2,19,150,535.70,2.66,201.5425132
0.1,2.6,2,19,150,550.90,2.71,203.4342688
0.1,2.7,2,19,150,575.00,2.76,208.1824765
0.1,2.8,2,19,150,586.40,2.82,207.8695498
0.1,2.9,2,19,150,595.20,2.87,207.2423398
0.1,3,2,19,150,612.60,2.93,209.0071648
0.1,2.5,2.5,19,150,574.90,3.02,190.3642384
0.1,2.6,2.5,19,150,589.60,3.12,189.2776886
0.1,2.7,2.5,19,150,607.00,3.28,184.8918672
0.1,2.8,2.5,19,150,625.20,3.33,187.635054
0.1,2.9,2.5,19,150,649.90,3.38,192.1643998
0.1,3,2.5,19,150,657.20,3.47,189.2312122
0.1,0.5,0.5,19,200,117.80,1.17,100.8561644
0.1,0.6,0.5,19,200,132.00,1.18,111.580727
0.1,0.7,0.5,19,200,145.70,1.21,120.1154163
0.1,0.8,0.5,19,200,159.40,1.26,126.2074426
0.1,0.9,0.5,19,200,172.90,1.29,134.4479005
0.1,1,0.5,19,200,186.50,1.32,141.0741301
0.1,1.1,0.5,19,200,199.50,1.35,147.6137625
0.1,1.2,0.5,19,200,212.70,1.38,154.0188269
0.1,1.3,0.5,19,200,227.80,1.41,161.1032532
0.1,1.4,0.5,19,200,239.80,1.45,164.9810802
0.1,1.5,0.5,19,200,252.90,1.49,169.3904889
0.1,1.6,0.5,19,200,265.80,1.61,164.8883375
0.1,1.7,0.5,19,200,279.00,1.66,167.8700361
0.1,1.8,0.5,19,200,292.40,1.68,173.9440809
0.1,1.9,0.5,19,200,305.00,1.72,177.2740482
0.1,2,0.5,19,200,318.80,1.76,181.1363636
0.1,2.1,0.5,19,200,332.80,1.79,186.3381859
0.1,2.2,0.5,19,200,346.40,1.81,191.1699779
0.1,2.3,0.5,19,200,346.40,1.85,186.9400971
0.1,2.4,0.5,19,200,373.10,1.88,198.2465462
0.1,2.5,0.5,19,200,385.70,1.91,201.8315018
0.1,2.6,0.5,19,200,399.00,1.95,204.7203694
0.1,2.7,0.5,19,200,412.30,1.99,207.4987418
0.1,2.8,0.5,19,200,428.40,2.05,208.8737201
0.1,2.9,0.5,19,200,440.50,2.08,211.5754083
0.1,3,0.5,19,200,452.60,2.11,214.197823
0.1,1,1,19,200,228.50,1.34,170.9050112
0.1,1.1,1,19,200,242.30,1.41,172.0880682
0.1,1.2,1,19,200,257.70,1.48,174.2393509
0.1,1.3,1,19,200,270.70,1.52,177.8580815
0.1,1.4,1,19,200,284.80,1.57,181.1128776
0.1,1.5,1,19,200,299.20,1.62,184.3499692
0.1,1.6,1,19,200,312.00,1.69,185.0533808
0.1,1.7,1,19,200,328.70,1.70,192.899061
0.1,1.8,1,19,200,344.40,1.75,196.5753425
0.1,1.9,1,19,200,358.80,1.79,200.8958567
0.1,2,1,19,200,371.80,1.82,204.0614709
0.1,2.1,1,19,200,384.80,1.87,205.5555556
0.1,2.2,1,19,200,397.70,1.93,205.8488613
0.1,2.3,1,19,200,416.20,1.98,210.0959112
0.1,2.4,1,19,200,433.10,2.07,208.9242644
0.1,2.5,1,19,200,446.90,2.10,213.3174224
0.1,2.6,1,19,200,461.50,2.14,215.4528478
0.1,2.7,1,19,200,472.30,2.19,215.7606213
0.1,2.8,1,19,200,484.90,2.21,219.2133816
0.1,2.9,1,19,200,501.80,2.27,221.3009923
0.1,3,1,19,200,518.40,2.32,223.1597073
0.1,1.5,1.5,19,200,350.70,1.51,231.7911434
0.1,1.6,1.5,19,200,361.20,1.57,230.0636943
0.1,1.7,1.5,19,200,381.70,1.64,232.6020719
0.1,1.8,1.5,19,200,397.80,1.72,231.8181818
0.1,1.9,1.5,19,200,415.30,1.78,233.5770529
0.1,2,1.5,19,200,430.60,1.81,237.5068946
0.1,2.1,1.5,19,200,443.10,1.85,239.2548596
0.1,2.2,1.5,19,200,448.70,1.89,236.906019
0.1,2.3,1.5,19,200,471.70,1.93,243.8986556
0.1,2.4,1.5,19,200,487.00,1.97,247.0826991
0.1,2.5,1.5,19,200,498.60,2.05,243.8141809
0.1,2.6,1.5,19,200,513.60,2.08,246.685879
0.1,2.7,1.5,19,200,524.40,2.13,246.5444288
0.1,2.8,1.5,19,200,539.90,2.20,245.297592
0.1,2.9,1.5,19,200,552.50,2.25,245.3374778
0.1,3,1.5,19,200,563.50,2.29,245.7479285
0.1,2,2,19,200,470.20,1.85,253.7506746
0.1,2.1,2,19,200,487.40,1.90,256.1219128
0.1,2.2,2,19,200,496.80,1.97,251.6717325
0.1,2.3,2,19,200,506.80,2.06,245.6616578
0.1,2.4,2,19,200,522.90,2.11,248.0550285
0.1,2.5,2,19,200,535.70,2.15,249.7086655
0.1,2.6,2,19,200,550.90,2.19,252.0128088
0.1,2.7,2,19,200,575.00,2.23,257.7319588
0.1,2.8,2,19,200,586.40,2.28,256.8550153
0.1,2.9,2,19,200,595.20,2.31,257.2169404
0.1,3,2,19,200,612.60,2.35,260.5699702
0.1,2.5,2.5,19,200,574.90,2.55,225.2742947
0.1,2.6,2.5,19,200,589.60,2.58,228.6157425
0.1,2.7,2.5,19,200,607.00,2.61,232.388974
0.1,2.8,2.5,19,200,625.20,2.62,238.7170676
0.1,2.9,2.5,19,200,649.90,2.72,239.1976445
0.1,3,2.5,19,200,657.20,2.77,237.4277457
0.1,0.5,0.5,21,50,118.00,2.30,51.416122
0.1,0.6,0.5,21,50,132.30,2.31,57.19844358
0.1,0.7,0.5,21,50,146.00,2.36,61.83820415
0.1,0.8,0.5,21,50,159.80,2.38,67.05832984
0.1,0.9,0.5,21,50,173.30,2.40,72.1181856
0.1,1,0.5,21,50,187.40,2.42,77.34213785
0.1,1.1,0.5,21,50,200.00,2.48,80.58017728
0.1,1.2,0.5,21,50,213.30,2.52,84.67645891
0.1,1.3,0.5,21,50,227.00,2.55,88.91500196
0.1,1.4,0.5,21,50,240.70,2.58,93.22230829
0.1,1.5,0.5,21,50,253.90,2.62,96.87142312
0.1,1.6,0.5,21,50,267.10,2.67,99.96257485
0.1,1.7,0.5,21,50,280.50,2.70,103.7735849
0.1,1.8,0.5,21,50,294.45,2.72,108.4530387
0.1,1.9,0.5,21,50,308.40,2.72,113.3406836
0.1,2,0.5,21,50,321.80,2.79,115.1753758
0.1,2.1,0.5,21,50,335.50,2.84,118.3004231
0.1,2.2,0.5,21,50,349.50,2.96,118.2341001
0.1,2.3,0.5,21,50,363.40,3.04,119.6181698
0.1,2.4,0.5,21,50,375.50,3.12,120.391151
0.1,2.5,0.5,21,50,391.30,3.21,121.8244085
0.1,2.6,0.5,21,50,405.30,3.32,121.9314079
0.1,2.7,0.5,21,50,419.10,3.36,124.8808105
0.1,2.8,0.5,21,50,434.60,3.39,128.3141423
0.1,2.9,0.5,21,50,442.41,3.44,128.5313771
0.1,3,0.5,21,50,450.21,3.49,129.1109837
0.1,1,1,21,50,230.60,3.15,73.3227345
0.1,1.1,1,21,50,245.10,3.20,76.64165103
0.1,1.2,1,21,50,261.20,3.21,81.39607354
0.1,1.3,1,21,50,274.30,3.22,85.31881804
0.1,1.4,1,21,50,289.30,3.24,89.2350401
0.1,1.5,1,21,50,304.40,3.27,93.03178484
0.1,1.6,1,21,50,318.00,3.32,95.84086799
0.1,1.7,1,21,50,335.60,3.34,100.5995204
0.1,1.8,1,21,50,352.00,3.39,103.9881832
0.1,1.9,1,21,50,367.20,3.42,107.4626866
0.1,2,1,21,50,378.60,3.44,110.1061509
0.1,2.1,1,21,50,394.90,3.47,113.7384793
0.1,2.2,1,21,50,411.10,3.50,117.4907116
0.1,2.3,1,21,50,427.30,3.53,121.0138771
0.1,2.4,1,21,50,445.00,3.58,124.4407159
0.1,2.5,1,21,50,460.05,3.60,127.6498335
0.1,2.6,1,21,50,475.10,3.65,130.2000548
0.1,2.7,1,21,50,488.10,3.68,132.7079935
0.1,2.8,1,21,50,502.40,3.70,135.8939681
0.1,2.9,1,21,50,519.90,3.71,140.0215459
0.1,3,1,21,50,537.40,3.82,140.7911973
0.1,1.5,1.5,21,50,360.20,3.24,111.2415071
0.1,1.6,1.5,21,50,371.80,3.27,113.7350872
0.1,1.7,1.5,21,50,392.90,3.31,118.5576343
0.1,1.8,1.5,21,50,409.90,3.35,122.2487325
0.1,1.9,1.5,21,50,428.40,3.38,126.7080745
0.1,2,1.5,21,50,444.50,3.49,127.4369266
0.1,2.1,1.5,21,50,459.60,3.66,125.4366812
0.1,2.2,1.5,21,50,467.90,3.75,124.6735945
0.1,2.3,1.5,21,50,491.00,3.79,129.5856426
0.1,2.4,1.5,21,50,507.80,3.90,130.2719343
0.1,2.5,1.5,21,50,520.50,4.08,127.511024
0.1,2.6,1.5,21,50,536.80,4.17,128.6364726
0.1,2.7,1.5,21,50,548.60,4.19,130.8995466
0.1,2.8,1.5,21,50,564.90,4.22,133.8942877
0.1,2.9,1.5,21,50,578.20,4.29,134.7471452
0.1,3,1.5,21,50,590.40,4.32,136.6983098
0.1,2,2,21,50,494.00,3.93,125.6358087
0.1,2.1,2,21,50,511.90,3.96,129.1698208
0.1,2.2,2,21,50,523.10,4.02,130.0273428
0.1,2.3,2,21,50,534.90,4.13,129.4530494
0.1,2.4,2,21,50,550.60,4.30,128.1060959
0.1,2.5,2,21,50,564.60,4.32,130.6037474
