PGA(g),B(m),DF(m),Y(kN/m3),Beban(kN),Qult,SF,Qall
0.1,2.6,2,21,50,581.20,4.38,132.7243663
0.1,2.7,2,21,50,604.50,4.41,137.1992737
0.1,2.8,2,21,50,617.30,4.56,135.4619267
0.1,2.9,2,21,50,627.80,4.59,136.6565085
0.1,3,2,21,50,646.20,4.64,139.3573431
0.1,2.5,2.5,21,50,612.30,4.83,126.7439454
0.1,2.6,2.5,21,50,627.90,4.96,126.541717
0.1,2.7,2.5,21,50,647.10,5.07,127.5576582
0.1,2.8,2.5,21,50,666.40,5.12,130.2580141
0.1,2.9,2.5,21,50,689.80,5.16,133.6303758
0.1,3,2.5,21,50,699.90,5.23,133.9521531
0.1,0.5,0.5,21,100,118.00,1.30,90.69946195
0.1,0.6,0.5,21,100,132.30,1.34,98.65771812
0.1,0.7,0.5,21,100,146.00,1.37,106.491612
0.1,0.8,0.5,21,100,159.80,1.40,114.0613847
0.1,0.9,0.5,21,100,173.30,1.42,122.2574956
0.1,1,0.5,21,100,187.40,1.43,130.6834031
0.1,1.1,0.5,21,100,200.00,1.48,135.3637902
0.1,1.2,0.5,21,100,213.30,1.52,140.2366864
0.1,1.3,0.5,21,100,227.00,1.50,151.0312708
0.1,1.4,0.5,21,100,240.70,1.57,153.1170483
0.1,1.5,0.5,21,100,253.90,1.64,154.72273
0.1,1.6,0.5,21,100,267.10,1.68,158.6104513
0.1,1.7,0.5,21,100,280.50,1.70,164.8061105
0.1,1.8,0.5,21,100,294.45,1.76,167.1112372
0.1,1.9,0.5,21,100,308.40,1.79,172.6763718
0.1,2,0.5,21,100,321.80,1.84,174.7014115
0.1,2.1,0.5,21,100,335.50,1.88,178.3625731
0.1,2.2,0.5,21,100,349.50,1.95,179.0471311
0.1,2.3,0.5,21,100,363.40,1.99,182.8887771
0.1,2.4,0.5,21,100,375.50,2.04,183.9784419
0.1,2.5,0.5,21,100,391.30,2.12,184.2278719
0.1,2.6,0.5,21,100,405.30,2.19,184.9840256
0.1,2.7,0.5,21,100,419.10,2.28,183.7352039
0.1,2.8,0.5,21,100,434.60,2.30,188.8744024
0.1,2.9,0.5,21,100,442.41,2.36,187.3803473
0.1,3,0.5,21,100,450.21,2.42,185.960347
0.1,1,1,21,100,230.60,2.07,111.2397492
0.1,1.1,1,21,100,245.10,2.12,115.7223796
0.1,1.2,1,21,100,261.20,2.16,120.7582062
0.1,1.3,1,21,100,274.30,2.19,125.5377574
0.1,1.4,1,21,100,289.30,2.24,129.1517857
0.1,1.5,1,21,100,304.40,2.29,132.9257642
0.1,1.6,1,21,100,318.00,2.31,137.6027694
0.1,1.7,1,21,100,335.60,2.33,144.0034327
0.1,1.8,1,21,100,352.00,2.35,149.787234
0.1,1.9,1,21,100,367.20,2.39,153.6401674
0.1,2,1,21,100,378.60,2.43,156.0271997
0.1,2.1,1,21,100,394.90,2.46,160.3329273
0.1,2.2,1,21,100,411.10,2.48,165.5991944
0.1,2.3,1,21,100,427.30,2.50,170.7833733
0.1,2.4,1,21,100,445.00,2.55,174.5098039
0.1,2.5,1,21,100,460.05,2.60,177.283237
0.1,2.6,1,21,100,475.10,2.64,179.9621212
0.1,2.7,1,21,100,488.10,2.71,179.8452469
0.1,2.8,1,21,100,502.40,2.79,180.2008608
0.1,2.9,1,21,100,519.90,2.81,184.886202
0.1,3,1,21,100,537.40,2.84,189.0921886
0.1,1.5,1.5,21,100,360.20,2.59,139.3423598
0.1,1.6,1.5,21,100,371.80,2.63,141.5841584
0.1,1.7,1.5,21,100,392.90,2.69,146.113797
0.1,1.8,1.5,21,100,409.90,2.72,150.5878031
0.1,1.9,1.5,21,100,428.40,2.74,156.2363239
0.1,2,1.5,21,100,444.50,2.76,160.8176556
0.1,2.1,1.5,21,100,459.60,2.79,164.6131805
0.1,2.2,1.5,21,100,467.90,2.80,167.047483
0.1,2.3,1.5,21,100,491.00,2.89,169.7200138
0.1,2.4,1.5,21,100,507.80,2.91,174.8020654
0.1,2.5,1.5,21,100,520.50,2.97,175.0168124
0.1,2.6,1.5,21,100,536.80,3.05,175.8846658
0.1,2.7,1.5,21,100,548.60,3.12,175.6081946
0.1,2.8,1.5,21,100,564.90,3.18,177.4183417
0.1,2.9,1.5,21,100,578.20,3.24,178.4017279
0.1,3,1.5,21,100,590.40,3.29,179.7260274
0.1,2,2,21,100,494.00,3.18,155.1507538
0.1,2.1,2,21,100,511.90,3.25,157.3624347
0.1,2.2,2,21,100,523.10,3.32,157.5127974
0.1,2.3,2,21,100,534.90,3.46,154.4168591
0.1,2.4,2,21,100,550.60,3.51,156.7321378
0.1,2.5,2,21,100,564.60,3.58,157.9300699
0.1,2.6,2,21,100,581.20,3.67,158.1927055
0.1,2.7,2,21,100,604.50,3.71,162.7625202
0.1,2.8,2,21,100,617.30,3.75,164.7891084
0.1,2.9,2,21,100,627.80,3.81,164.6472594
0.1,3,2,21,100,646.20,3.87,167.1062839
0.1,2.5,2.5,21,100,612.30,3.85,158.9976629
0.1,2.6,2.5,21,100,627.90,3.87,162.4159338
0.1,2.7,2.5,21,100,647.10,3.93,164.866242
0.1,2.8,2.5,21,100,666.40,4.05,164.6245059
0.1,2.9,2.5,21,100,689.80,4.16,165.8970659
0.1,3,2.5,21,100,699.90,4.28,163.3753501
0.1,0.5,0.5,21,150,118.00,1.30,90.69946195
0.1,0.6,0.5,21,150,132.30,1.35,98
0.1,0.7,0.5,21,150,146.00,1.40,104.3602573
0.1,0.8,0.5,21,150,159.80,1.44,111.1536188
0.1,0.9,0.5,21,150,173.30,1.48,117.3880648
0.1,1,0.5,21,150,187.40,1.54,121.5304799
0.1,1.1,0.5,21,150,200.00,1.59,125.588697
0.1,1.2,0.5,21,150,213.30,1.64,129.8234936
0.1,1.3,0.5,21,150,227.00,1.69,134.3990527
0.1,1.4,0.5,21,150,240.70,1.70,141.4218566
0.1,1.5,0.5,21,150,253.90,1.76,144.0976163
0.1,1.6,0.5,21,150,267.10,1.79,149.3012856
0.1,1.7,0.5,21,150,280.50,1.81,154.8868029
0.1,1.8,0.5,21,150,294.45,1.85,159.076175
0.1,1.9,0.5,21,150,308.40,1.88,164.1298563
0.1,2,0.5,21,150,321.80,1.94,165.7054583
0.1,2.1,0.5,21,150,335.50,1.98,169.2734612
0.1,2.2,0.5,21,150,349.50,2.03,172.1674877
0.1,2.3,0.5,21,150,363.40,2.12,171.1728686
0.1,2.4,0.5,21,150,375.50,2.21,169.8326549
0.1,2.5,0.5,21,150,391.30,2.25,173.6487086
0.1,2.6,0.5,21,150,405.30,2.32,174.8339229
0.1,2.7,0.5,21,150,419.10,2.38,175.8707512
0.1,2.8,0.5,21,150,434.60,2.43,178.5538209
0.1,2.9,0.5,21,150,442.41,2.48,178.4970748
0.1,3,0.5,21,150,450.21,2.52,178.4423306
0.1,1,1,21,150,230.60,1.48,155.8108108
0.1,1.1,1,21,150,245.10,1.51,162.8571429
0.1,1.2,1,21,150,261.20,1.53,170.7189542
0.1,1.3,1,21,150,274.30,1.59,172.407291
0.1,1.4,1,21,150,289.30,1.65,175.1210654
0.1,1.5,1,21,150,304.40,1.68,180.8674985
0.1,1.6,1,21,150,318.00,1.74,182.7586207
0.1,1.7,1,21,150,335.60,1.86,180.4301075
0.1,1.8,1,21,150,352.00,1.98,177.7777778
0.1,1.9,1,21,150,367.20,2.07,177.1345876
0.1,2,1,21,150,378.60,2.16,175.1156337
0.1,2.1,1,21,150,394.90,2.21,178.5262206
0.1,2.2,1,21,150,411.10,2.32,177.3894283
0.1,2.3,1,21,150,427.30,2.42,176.3516302
0.1,2.4,1,21,150,445.00,2.46,181.0414972
0.1,2.5,1,21,150,460.05,2.52,182.5233089
0.1,2.6,1,21,150,475.10,2.58,183.9334108
0.1,2.7,1,21,150,488.10,2.61,186.9398698
0.1,2.8,1,21,150,502.40,2.65,189.9073899
0.1,2.9,1,21,150,519.90,2.69,193.2713755
0.1,3,1,21,150,537.40,2.74,196.3463646
0.1,1.5,1.5,21,150,360.20,1.98,181.753961
0.1,1.6,1.5,21,150,371.80,2.06,180.3628602
0.1,1.7,1.5,21,150,392.90,2.14,183.5123774
0.1,1.8,1.5,21,150,409.90,2.19,187.5114364
0.1,1.9,1.5,21,150,428.40,2.23,192.021515
0.1,2,1.5,21,150,444.50,2.29,193.9354276
0.1,2.1,1.5,21,150,459.60,2.34,196.8308351
0.1,2.2,1.5,21,150,467.90,2.38,196.7619849
0.1,2.3,1.5,21,150,491.00,2.43,202.0576132
0.1,2.4,1.5,21,150,507.80,2.48,204.5930701
0.1,2.5,1.5,21,150,520.50,2.52,206.4247472
0.1,2.6,1.5,21,150,536.80,2.56,209.6056228
0.1,2.7,1.5,21,150,548.60,2.60,210.7568191
0.1,2.8,1.5,21,150,564.90,2.64,214.0583554
0.1,2.9,1.5,21,150,578.20,2.69,214.8643627
0.1,3,1.5,21,150,590.40,2.73,216.4222874
0.1,2,2,21,150,494.00,2.38,207.4758505
0.1,2.1,2,21,150,511.90,2.43,210.3122432
0.1,2.2,2,21,150,523.10,2.51,208.1575806
0.1,2.3,2,21,150,534.90,2.58,207.7281553
0.1,2.4,2,21,150,550.60,2.62,209.8323171
0.1,2.5,2,21,150,564.60,2.69,209.5768374
0.1,2.6,2,21,150,581.20,2.77,210.1229212
0.1,2.7,2,21,150,604.50,2.82,214.1339001
0.1,2.8,2,21,150,617.30,2.86,216.0658033
0.1,2.9,2,21,150,627.80,2.92,215.0736554
0.1,3,2,21,150,646.20,2.96,218.0897739
0.1,2.5,2.5,21,150,612.30,3.05,200.6882989
0.1,2.6,2.5,21,150,627.90,3.13,200.4149378
0.1,2.7,2.5,21,150,647.10,3.22,200.8379888
0.1,2.8,2.5,21,150,666.40,3.36,198.215348
0.1,2.9,2.5,21,150,689.80,3.42,201.6959064
0.1,3,2.5,21,150,699.90,3.56,196.435588
0.1,0.5,0.5,21,200,118.00,1.18,100.1697793
0.1,0.6,0.5,21,200,132.30,1.19,110.8968986
0.1,0.7,0.5,21,200,146.00,1.21,120.362737
0.1,0.8,0.5,21,200,159.80,1.26,126.5241489
0.1,0.9,0.5,21,200,173.30,1.29,134.7589425
0.1,1,0.5,21,200,187.40,1.32,141.7549168
0.1,1.1,0.5,21,200,200.00,1.35,147.9837218
0.1,1.2,0.5,21,200,213.30,1.38,154.4532947
0.1,1.3,0.5,21,200,227.00,1.41,160.5374823
0.1,1.4,0.5,21,200,240.70,1.46,164.5249487
0.1,1.5,0.5,21,200,253.90,1.51,167.9232804
0.1,1.6,0.5,21,200,267.10,1.61,165.6947891
0.1,1.7,0.5,21,200,280.50,1.66,168.7725632
0.1,1.8,0.5,21,200,294.45,1.68,175.1635931
0.1,1.9,0.5,21,200,308.40,1.73,178.7308027
0.1,2,0.5,21,200,321.80,1.77,181.8079096
0.1,2.1,0.5,21,200,335.50,1.79,187.3255165
0.1,2.2,0.5,21,200,349.50,1.81,192.8807947
0.1,2.3,0.5,21,200,363.40,1.85,196.1144091
0.1,2.4,0.5,21,200,375.50,1.89,198.4147952
0.1,2.5,0.5,21,200,391.30,1.93,202.5362319
0.1,2.6,0.5,21,200,405.30,1.97,205.5273834
0.1,2.7,0.5,21,200,419.10,2.01,208.3001988
0.1,2.8,0.5,21,200,434.60,2.06,210.6640814
0.1,2.9,0.5,21,200,442.41,2.11,209.3729295
0.1,3,0.5,21,200,450.21,2.16,208.1414702
0.1,1,1,21,200,230.60,1.37,168.0758017
0.1,1.1,1,21,200,245.10,1.43,171.9396703
0.1,1.2,1,21,200,261.20,1.48,176.6058147
0.1,1.3,1,21,200,274.30,1.53,179.1639451
0.1,1.4,1,21,200,289.30,1.59,182.2936358
0.1,1.5,1,21,200,304.40,1.64,185.270846
0.1,1.6,1,21,200,318.00,1.71,186.1826698
0.1,1.7,1,21,200,335.60,1.74,192.76278
0.1,1.8,1,21,200,352.00,1.78,197.6417743
0.1,1.9,1,21,200,367.20,1.81,202.6490066
0.1,2,1,21,200,378.60,1.84,205.6491037
0.1,2.1,1,21,200,394.90,1.89,208.7209302
0.1,2.2,1,21,200,411.10,1.95,210.4966718
0.1,2.3,1,21,200,427.30,2.04,209.1532061
0.1,2.4,1,21,200,445.00,2.10,212.4105012
0.1,2.5,1,21,200,460.05,2.14,214.7759104
0.1,2.6,1,21,200,475.10,2.19,217.2382259
0.1,2.7,1,21,200,488.10,2.21,220.6600362
0.1,2.8,1,21,200,502.40,2.27,221.0294765
0.1,2.9,1,21,200,519.90,2.32,224.3849806
0.1,3,1,21,200,537.40,2.36,227.6154172
0.1,1.5,1.5,21,200,360.20,1.73,208.0878105
0.1,1.6,1.5,21,200,371.80,1.77,209.7010716
0.1,1.7,1.5,21,200,392.90,1.80,218.1565797
0.1,1.8,1.5,21,200,409.90,1.84,222.4091156
0.1,1.9,1.5,21,200,428.40,1.89,226.6666667
0.1,2,1.5,21,200,444.50,1.93,230.0724638
0.1,2.1,1.5,21,200,459.60,1.98,231.7700454
0.1,2.2,1.5,21,200,467.90,2.06,226.9156159
0.1,2.3,1.5,21,200,491.00,2.12,231.1676083
0.1,2.4,1.5,21,200,507.80,2.17,233.6861482
0.1,2.5,1.5,21,200,520.50,2.21,235.2010845
0.1,2.6,1.5,21,200,536.80,2.28,235.1292159
0.1,2.7,1.5,21,200,548.60,2.32,236.6695427
0.1,2.8,1.5,21,200,564.90,2.37,238.153457
0.1,2.9,1.5,21,200,578.20,2.40,240.6158968
0.1,3,1.5,21,200,590.40,2.45,240.9795918
0.1,2,2,21,200,494.00,2.14,231.0570627
0.1,2.1,2,21,200,511.90,2.19,233.2968736
0.1,2.2,2,21,200,523.10,2.20,237.6646979
0.1,2.3,2,21,200,534.90,2.23,239.4359893
0.1,2.4,2,21,200,550.60,2.28,241.173894
0.1,2.5,2,21,200,564.60,2.30,245.0520833
0.1,2.6,2,21,200,581.20,2.37,244.9220396
0.1,2.7,2,21,200,604.50,2.39,252.5062657
0.1,2.8,2,21,200,617.30,2.47,249.7168285
0.1,2.9,2,21,200,627.80,2.52,249.0281634
0.1,3,2,21,200,646.20,2.58,250.174216
0.1,2.5,2.5,21,200,612.30,2.73,224.2035884
0.1,2.6,2.5,21,200,627.90,2.79,225.2960172
0.1,2.7,2.5,21,200,647.10,2.82,229.3867423
0.1,2.8,2.5,21,200,666.40,2.88,231.2283137
0.1,2.9,2.5,21,200,689.80,2.93,235.1858166
0.1,3,2.5,21,200,699.90,3.04,230.2302632
0.5,0.5,0.5,17,50,117.60,2.07,56.72937771
0.5,0.6,0.5,17,50,131.70,2.16,61.02873031
0.5,0.7,0.5,17,50,145.30,2.22,65.42098154
0.5,0.8,0.5,17,50,158.90,2.28,69.5709282
0.5,0.9,0.5,17,50,172.10,2.28,75.51557701
0.5,1,0.5,17,50,185.80,2.32,80.0862069
0.5,1.1,0.5,17,50,198.00,2.32,85.52915767
0.5,1.2,0.5,17,50,210.70,2.32,90.6626506
0.5,1.3,0.5,17,50,226.10,2.36,95.76450657
0.5,1.4,0.5,17,50,236.50,2.36,100.0423012
0.5,1.5,0.5,17,50,248.80,2.36,105.3344623
0.5,1.6,0.5,17,50,260.80,2.36,110.321489
0.5,1.7,0.5,17,50,273.00,2.35,116.2691652
0.5,1.8,0.5,17,50,285.10,2.35,121.4483493
0.5,1.9,0.5,17,50,296.70,2.35,126.4167022
0.5,2,0.5,17,50,308.90,2.35,131.2234494
0.5,2.1,0.5,17,50,320.00,2.35,136.0544218
0.5,2.2,0.5,17,50,333.00,2.35,141.4613424
0.5,2.3,0.5,17,50,343.60,2.37,144.856661
0.5,2.4,0.5,17,50,356.00,2.37,150.147617
0.5,2.5,0.5,17,50,367.10,2.37,154.829186
0.5,2.6,0.5,17,50,377.40,2.37,159.0391909
0.5,2.7,0.5,17,50,388.40,2.40,161.7659309
0.5,2.8,0.5,17,50,398.50,2.40,165.9034138
0.5,2.9,0.5,17,50,408.10,2.44,167.4599918
0.5,3,0.5,17,50,419.30,2.44,171.9852338
0.5,1,1,17,50,225.40,2.20,102.4079964
0.5,1.1,1,17,50,238.30,2.22,107.2940117
0.5,1.2,1,17,50,252.90,2.25,112.3500666
0.5,1.3,1,17,50,264.70,2.26,117.072092
0.5,1.4,1,17,50,277.50,2.28,121.6571679
0.5,1.5,1,17,50,290.00,2.30,126.0321599
0.5,1.6,1,17,50,301.80,2.36,127.8271919
0.5,1.7,1,17,50,316.40,2.39,132.3295692
0.5,1.8,1,17,50,331.30,2.40,137.9841733
0.5,1.9,1,17,50,344.00,2.41,143.035343
0.5,2,1,17,50,351.90,2.42,145.233182
0.5,2.1,1,17,50,364.30,2.49,146.3934097
0.5,2.2,1,17,50,375.40,2.55,146.9851214
0.5,2.3,1,17,50,391.80,2.62,149.3140244
0.5,2.4,1,17,50,406.30,2.69,150.8166295
0.5,2.5,1,17,50,416.00,2.78,149.9099099
0.5,2.6,1,17,50,426.70,2.79,153.2136445
0.5,2.7,1,17,50,432.00,2.80,154.5617174
0.5,2.8,1,17,50,441.80,2.82,156.4724633
0.5,2.9,1,17,50,457.00,2.85,160.2384292
0.5,3,1,17,50,471.00,2.87,164.0543365
0.5,1.5,1.5,17,50,337.50,2.50,135.2705411
0.5,1.6,1.5,17,50,345.50,2.54,135.8097484
0.5,1.7,1.5,17,50,363.60,2.57,141.2587413
0.5,1.8,1.5,17,50,376.20,2.60,144.9710983
0.5,1.9,1.5,17,50,390.70,2.61,149.4644223
0.5,2,1.5,17,50,402.48,2.63,153.0342205
0.5,2.1,1.5,17,50,410.80,2.73,150.7522936
0.5,2.2,1.5,17,50,413.90,2.77,149.2069214
0.5,2.3,1.5,17,50,433.50,2.83,153.2343584
0.5,2.4,1.5,17,50,446.00,2.85,156.4912281
0.5,2.5,1.5,17,50,455.10,2.92,155.8028073
0.5,2.6,1.5,17,50,467.70,2.94,158.8654891
0.5,2.7,1.5,17,50,476.20,3.01,158.1009296
0.5,2.8,1.5,17,50,488.80,3.13,155.9668156
0.5,2.9,1.5,17,50,499.10,3.21,155.4344441
0.5,3,1.5,17,50,507.90,3.34,151.9748654
0.5,2,2,17,50,433.90,3.10,140.1033258
0.5,2.1,2,17,50,448.40,3.15,142.3040305
0.5,2.2,2,17,50,455.80,3.24,140.5488745
0.5,2.3,2,17,50,463.70,3.29,141.1567732
0.5,2.4,2,17,50,475.60,3.31,143.8161476
0.5,2.5,2,17,50,485.70,3.33,145.7245725
0.5,2.6,2,17,50,496.00,3.37,147.3121473
0.5,2.7,2,17,50,520.40,3.42,152.1192634
0.5,2.8,2,17,50,529.30,3.47,152.4042614
0.5,2.9,2,17,50,535.20,3.51,152.6090676
0.5,3,2,17,50,549.30,3.66,150.0409724
0.5,2.5,2.5,17,50,519.60,3.56,145.774885
0.5,2.6,2.5,17,50,531.40,3.56,149.4796062
0.5,2.7,2.5,17,50,545.50,3.90,139.9435608
0.5,2.8,2.5,17,50,560.70,4.24,132.2093846
0.5,2.9,2.5,17,50,581.90,4.33,134.2949458
0.5,3,2.5,17,50,585.40,4.43,132.2937853
0.5,0.5,0.5,17,100,117.60,1.15,102.4390244
0.5,0.6,0.5,17,100,131.70,1.19,110.3939648
0.5,0.7,0.5,17,100,145.30,1.22,119.5491196
0.5,0.8,0.5,17,100,158.90,1.28,123.8503507
0.5,0.9,0.5,17,100,172.10,1.32,130.5766313
0.5,1,0.5,17,100,185.80,1.23,151.3029316
0.5,1.1,0.5,17,100,198.00,1.29,153.6074476
0.5,1.2,0.5,17,100,210.70,1.35,156.0740741
0.5,1.3,0.5,17,100,226.10,1.41,159.9009901
0.5,1.4,0.5,17,100,236.50,1.46,161.7094017
0.5,1.5,0.5,17,100,248.80,1.51,164.6591661
0.5,1.6,0.5,17,100,260.80,1.56,166.7519182
0.5,1.7,0.5,17,100,273.00,1.62,168.8311688
0.5,1.8,0.5,17,100,285.10,1.68,170.1073986
0.5,1.9,0.5,17,100,296.70,1.70,174.1197183
0.5,2,0.5,17,100,308.90,1.73,178.3487298
0.5,2.1,0.5,17,100,320.00,1.77,180.5869074
0.5,2.2,0.5,17,100,333.00,1.81,183.7748344
0.5,2.3,0.5,17,100,343.60,1.85,185.429034
0.5,2.4,0.5,17,100,356.00,1.89,188.6592475
0.5,2.5,0.5,17,100,367.10,1.92,191.0983863
0.5,2.6,0.5,17,100,377.40,1.94,194.2857143
0.5,2.7,0.5,17,100,388.40,1.96,197.7596741
0.5,2.8,0.5,17,100,398.50,2.03,196.2087642
0.5,2.9,0.5,17,100,408.10,2.07,196.9594595
0.5,3,0.5,17,100,419.30,2.11,198.4382395
0.5,1,1,17,100,225.40,1.81,124.4616234
0.5,1.1,1,17,100,238.30,1.83,130.1474604
0.5,1.2,1,17,100,252.90,1.87,135.0961538
0.5,1.3,1,17,100,264.70,1.91,138.5138671
0.5,1.4,1,17,100,277.50,1.95,142.1618852
0.5,1.5,1,17,100,290.00,1.97,147.2081218
0.5,1.6,1,17,100,301.80,2.03,148.6699507
0.5,1.7,1,17,100,316.40,2.06,153.592233
0.5,1.8,1,17,100,331.30,2.12,156.3473336
0.5,1.9,1,17,100,344.00,2.16,159.3330245
0.5,2,1,17,100,351.90,2.18,161.2001832
0.5,2.1,1,17,100,364.30,2.20,165.5156747
0.5,2.2,1,17,100,375.40,2.21,169.7874265
0.5,2.3,1,17,100,391.80,2.24,174.5269887
0.5,2.4,1,17,100,406.30,2.28,178.2916822
0.5,2.5,1,17,100,416.00,2.30,181.1905877
0.5,2.6,1,17,100,426.70,2.31,184.4790316
0.5,2.7,1,17,100,432.00,2.33,185.2487136
0.5,2.8,1,17,100,441.80,2.37,186.6103485
0.5,2.9,1,17,100,457.00,2.40,190.178943
0.5,3,1,17,100,471.00,2.42,194.3871234
0.5,1.5,1.5,17,100,337.50,2.12,159.4990548
0.5,1.6,1.5,17,100,345.50,2.17,159.4370097
0.5,1.7,1.5,17,100,363.60,2.21,164.3018527
0.5,1.8,1.5,17,100,376.20,2.27,165.9461844
0.5,1.9,1.5,17,100,390.70,2.31,168.9148292
0.5,2,1.5,17,100,402.48,2.35,171.122449
0.5,2.1,1.5,17,100,410.80,2.41,170.2445089
0.5,2.2,1.5,17,100,413.90,2.47,167.4352751
0.5,2.3,1.5,17,100,433.50,2.53,171.1409396
0.5,2.4,1.5,17,100,446.00,2.58,172.9821976
0.5,2.5,1.5,17,100,455.10,2.60,174.7695853
0.5,2.6,1.5,17,100,467.70,2.63,177.6300798
0.5,2.7,1.5,17,100,476.20,2.72,175.0735294
0.5,2.8,1.5,17,100,488.80,2.83,172.7208481
0.5,2.9,1.5,17,100,499.10,2.87,173.8418669
0.5,3,1.5,17,100,507.90,2.93,173.3447099
0.5,2,2,17,100,433.90,2.44,177.8278689
0.5,2.1,2,17,100,448.40,2.48,180.7335752
0.5,2.2,2,17,100,455.80,2.54,179.4488189
0.5,2.3,2,17,100,463.70,2.63,176.2447739
0.5,2.4,2,17,100,475.60,2.67,178.0606514
0.5,2.5,2,17,100,485.70,2.73,177.7818448
0.5,2.6,2,17,100,496.00,2.87,173.0031392
0.5,2.7,2,17,100,520.40,2.91,179.1394148
0.5,2.8,2,17,100,529.30,2.95,179.4237288
0.5,2.9,2,17,100,535.20,3.11,172.3116549
0.5,3,2,17,100,549.30,3.14,174.7137405
0.5,2.5,2.5,17,100,519.60,2.74,189.9817185
0.5,2.6,2.5,17,100,531.40,2.88,184.3858432
0.5,2.7,2.5,17,100,545.50,3.07,177.6872964
0.5,2.8,2.5,17,100,560.70,3.09,181.4563107
0.5,2.9,2.5,17,100,581.90,3.11,186.9257951
0.5,3,2.5,17,100,585.40,3.17,184.5523329
0.5,0.5,0.5,17,150,117.60,1.14,103.3391916
0.5,0.6,0.5,17,150,131.70,1.16,113.2416165
0.5,0.7,0.5,17,150,145.30,1.22,119.5491196
0.5,0.8,0.5,17,150,158.90,1.26,125.8115598
0.5,0.9,0.5,17,150,172.10,1.27,135.1924588
0.5,1,0.5,17,150,185.80,1.29,144.1427463
0.5,1.1,0.5,17,150,198.00,1.32,150.0568397
0.5,1.2,0.5,17,150,210.70,1.35,156.0740741
0.5,1.3,0.5,17,150,226.10,1.41,159.9009901
0.5,1.4,0.5,17,150,236.50,1.45,162.9348949
0.5,1.5,0.5,17,150,248.80,1.49,167.0920081
0.5,1.6,0.5,17,150,260.80,1.53,170.2349869
0.5,1.7,0.5,17,150,273.00,1.59,171.2672522
0.5,1.8,0.5,17,150,285.10,1.65,173.2814684
0.5,1.9,0.5,17,150,296.70,1.69,175.7024842
0.5,2,0.5,17,150,308.90,1.73,178.3487298
0.5,2.1,0.5,17,150,320.00,1.77,180.5869074
0.5,2.2,0.5,17,150,333.00,1.81,183.7748344
0.5,2.3,0.5,17,150,343.60,1.84,186.4351601
0.5,2.4,0.5,17,150,356.00,1.88,189.664358
0.5,2.5,0.5,17,150,367.10,1.91,192.0983778
0.5,2.6,0.5,17,150,377.40,1.93,195.2910737
0.5,2.7,0.5,17,150,388.40,1.95,198.7717503
0.5,2.8,0.5,17,150,398.50,2.02,197.1796141
0.5,2.9,0.5,17,150,408.10,2.06,197.914646
0.5,3,0.5,17,150,419.30,2.10,199.3818355
0.5,1,1,17,150,225.40,1.50,149.9667332
0.5,1.1,1,17,150,238.30,1.56,153.1491003
0.5,1.2,1,17,150,252.90,1.61,157.1783717
0.5,1.3,1,17,150,264.70,1.63,162.392638
0.5,1.4,1,17,150,277.50,1.66,167.4713337
0.5,1.5,1,17,150,290.00,1.68,172.2090261
0.5,1.6,1,17,150,301.80,1.70,177.6861937
0.5,1.7,1,17,150,316.40,1.71,184.7051956
0.5,1.8,1,17,150,331.30,1.75,189.0981735
0.5,1.9,1,17,150,344.00,1.77,194.9008499
0.5,2,1,17,150,351.90,1.78,197.9190101
0.5,2.1,1,17,150,364.30,1.80,201.8841784
0.5,2.2,1,17,150,375.40,1.83,205.0245767
0.5,2.3,1,17,150,391.80,1.85,211.5550756
0.5,2.4,1,17,150,406.30,1.87,217.738478
0.5,2.5,1,17,150,416.00,1.88,221.2765957
0.5,2.6,1,17,150,426.70,1.91,223.4031414
0.5,2.7,1,17,150,432.00,1.94,222.6804124
0.5,2.8,1,17,150,441.80,1.98,223.1313131
0.5,2.9,1,17,150,457.00,2.04,224.0196078
0.5,3,1,17,150,471.00,2.05,229.7560976
0.5,1.5,1.5,17,150,337.50,1.56,216.0691421
0.5,1.6,1.5,17,150,345.50,1.63,212.5499846
0.5,1.7,1.5,17,150,363.60,1.69,215.2753108
0.5,1.8,1.5,17,150,376.20,1.70,221.0340776
0.5,1.9,1.5,17,150,390.70,1.73,225.4472014
0.5,2,1.5,17,150,402.48,1.75,229.7260274
0.5,2.1,1.5,17,150,410.80,1.77,232.6160815
0.5,2.2,1.5,17,150,413.90,1.79,230.842164
0.5,2.3,1.5,17,150,433.50,1.80,240.5660377
0.5,2.4,1.5,17,150,446.00,1.81,246.2727775
0.5,2.5,1.5,17,150,455.10,1.88,241.8172157
0.5,2.6,1.5,17,150,467.70,1.90,245.8990536
0.5,2.7,1.5,17,150,476.20,1.96,242.7115189
0.5,2.8,1.5,17,150,488.80,1.98,246.8686869
0.5,2.9,1.5,17,150,499.10,2.02,246.956952
0.5,3,1.5,17,150,507.90,2.08,243.9481268
0.5,2,2,17,150,433.90,1.83,236.5866957
0.5,2.1,2,17,150,448.40,1.86,240.5579399
0.5,2.2,2,17,150,455.80,1.96,232.0773931
0.5,2.3,2,17,150,463.70,1.97,234.9037487
0.5,2.4,2,17,150,475.60,2.02,235.5621595
0.5,2.5,2,17,150,485.70,2.06,235.3197674
0.5,2.6,2,17,150,496.00,2.12,233.9622642
0.5,2.7,2,17,150,520.40,2.16,240.7030527
0.5,2.8,2,17,150,529.30,2.21,239.2857143
0.5,2.9,2,17,150,535.20,2.28,235.1493849
